# filename class_id label
E0000_00_0.BMP 0 0
E0001_00_0.BMP 0 0
E0002_00_0.BMP 0 0
E0003_00_0.BMP 0 0
E0004_00_0.BMP 0 0
E0005_00_0.BMP 0 0
E0006_00_0.BMP 0 0
E0007_00_0.BMP 0 0
E0008_00_0.BMP 0 0
E0009_00_0.BMP 0 0
E0010_01_1.BMP 1 1
E0011_01_1.BMP 1 1
E0012_01_1.BMP 1 1
E0013_01_1.BMP 1 1
E0014_01_1.BMP 1 1
E0015_01_1.BMP 1 1
E0016_01_1.BMP 1 1
E0017_01_1.BMP 1 1
E0018_01_1.BMP 1 1
E0019_01_1.BMP 1 1
E0020_02_2.BMP 2 2
E0021_02_2.BMP 2 2
E0022_02_2.BMP 2 2
E0023_02_2.BMP 2 2
E0024_02_2.BMP 2 2
E0025_02_2.BMP 2 2
E0026_02_2.BMP 2 2
E0027_02_2.BMP 2 2
E0028_02_2.BMP 2 2
E0029_02_2.BMP 2 2
E0030_03_3.BMP 3 3
E0031_03_3.BMP 3 3
E0032_03_3.BMP 3 3
E0033_03_3.BMP 3 3
E0034_03_3.BMP 3 3
E0035_03_3.BMP 3 3
E0036_03_3.BMP 3 3
E0037_03_3.BMP 3 3
E0038_03_3.BMP 3 3
E0039_03_3.BMP 3 3
E0040_04_4.BMP 4 4
E0041_04_4.BMP 4 4
E0042_04_4.BMP 4 4
E0043_04_4.BMP 4 4
E0044_04_4.BMP 4 4
E0045_04_4.BMP 4 4
E0046_04_4.BMP 4 4
E0047_04_4.BMP 4 4
E0048_04_4.BMP 4 4
E0049_04_4.BMP 4 4
E0050_05_5.BMP 5 5
E0051_05_5.BMP 5 5
E0052_05_5.BMP 5 5
E0053_05_5.BMP 5 5
E0054_05_5.BMP 5 5
E0055_05_5.BMP 5 5
E0056_05_5.BMP 5 5
E0057_05_5.BMP 5 5
E0058_05_5.BMP 5 5
E0059_05_5.BMP 5 5
E0060_06_6.BMP 6 6
E0061_06_6.BMP 6 6
E0062_06_6.BMP 6 6
E0063_06_6.BMP 6 6
E0064_06_6.BMP 6 6
E0065_06_6.BMP 6 6
E0066_06_6.BMP 6 6
E0067_06_6.BMP 6 6
E0068_06_6.BMP 6 6
E0069_06_6.BMP 6 6
E0070_07_7.BMP 7 7
E0071_07_7.BMP 7 7
E0072_07_7.BMP 7 7
E0073_07_7.BMP 7 7
E0074_07_7.BMP 7 7
E0075_07_7.BMP 7 7
E0076_07_7.BMP 7 7
E0077_07_7.BMP 7 7
E0078_07_7.BMP 7 7
E0079_07_7.BMP 7 7
E0080_08_8.BMP 8 8
E0081_08_8.BMP 8 8
E0082_08_8.BMP 8 8
E0083_08_8.BMP 8 8
E0084_08_8.BMP 8 8
E0085_08_8.BMP 8 8
E0086_08_8.BMP 8 8
E0087_08_8.BMP 8 8
E0088_08_8.BMP 8 8
E0089_08_8.BMP 8 8
E0090_09_9.BMP 9 9
E0091_09_9.BMP 9 9
E0092_09_9.BMP 9 9
E0093_09_9.BMP 9 9
E0094_09_9.BMP 9 9
E0095_09_9.BMP 9 9
E0096_09_9.BMP 9 9
E0097_09_9.BMP 9 9
E0098_09_9.BMP 9 9
E0099_09_9.BMP 9 9
E0100_10_A.BMP 10 A
E0101_10_A.BMP 10 A
E0102_10_A.BMP 10 A
E0103_10_A.BMP 10 A
